lp,src,mt,ref,score,raw_score,annotators
kk-en,"Қылмыскер қызды зорлап, кейін буындырып өлтірген.",The victim was raped and then killed for a generation.,"The criminal raped, then roped and murdered the girl.",-0.228163511002834,55.0,1
kk-en,"Бүгінгі Қазақстан қор биржасының (KASE) күндізгі сессиясында доллардың орташа өлшемді бағамы 364,35 теңгені құрады.",The average exchange rate for the day of the Kazakhstan Stock Exchange (KASE) session was 364.35 tenge.,In today's day session of Kazakhstan stock exchange (KASE) dollar's average exchange rate was 364.35 tenge.,0.997878946548436,96.0,1
kk-en,"Егер ЭКСПО болмаса, бұл ғимарат болмас еді, ал қазір біздің жастарымыз үшін, стартаптарды дамыту үшін арнайы үлкен корпус салынған.","If we didn't have the EXPO, it wouldn't be a building, and now we have a large corps built specifically for our youth and for the development of start-ups.","If there were no EXPO, this building wouldn't exist, and now large building was especially built for our youth to develop startups.",0.908168522825172,93.0,1
kk-en,Ол әуеге көтерілген соң 13 минуттан кейін радардан жоғалып кеткен ұшақ Суматра және Батыс Ява аралдарының арасындағы Ява теңізіне құлаған.,It crashed into the Java Sea between the Sumatra and West Java islands when the plane disappeared from the radar 13 minutes after being airlifted.,"The aircraft lost from the radars in 13 minutes after it had been taken to the air, fell down to Java sea between Sumatra and Western Java islands.",0.175533395751853,68.5,2
kk-en,Ол қылмыстық заңбұзушылыққа жол бергені үшін 500 АЕК көлемінде айыппұл төлейді.,He faces a fine of 500 AEK for criminal misconduct.,He will pay 500 MCI fine for letting the criminal violation.,-0.198260036428413,56.0,1
kk-en,Үндістанда ауа тазарту ісі қолға алынды.,An air purification operation has been launched in India.,India set out to clear the air.,1.02778242112286,97.0,1
kk-en,"20 үйді қайта жаңғыртуға ЖСҚ жасақталып, мемлекеттік сараптамадан өтуде.",20 houses will be modernized.,"The DED for the reconstruction of 20 houses has been drawn up, is undergoing state examination.",-0.557101731321467,44.0,1
kk-en,"Ғалым, аудармашы, белгілі сөз зергері Ісләм Жарыл­ғаповтың өмірі мен шығармашы­лығы, ана тілімізге ендірген сөз маржандары туралы егжей-тегжейлі кеңінен зерттеп жазып, оқырманға ғұлама ғалым­ның жазба мұрасын қайта ұсын­уымен ""Ақшам"" көп шаруа тындыра білді"" деген болатын.","According to the scientist, translator, famous spoken sergeant, the life and work of the famous Kazakh writer, businessman, linguist, linguist and writer, the scientist managed to do a lot of work by recommending the written heritage of the scientist.","""Aksham"" did a lot by thoroughly, extensively researching life and work of famous wordsmith Islam Zharylgapov, word gems he introduced into our mother tongue and writing, offering written legacy of great scientist to reader"".",-0.0457606396160935,73.0,1
kk-en,"Мұндағы мақсат - шетелде тұратын қандастарымыздың басын қосып, ұлттық өнерімізді бірге ұлықтау.",The main goal of the festival is to unite our compatriots living abroad.,"The objective here is to get countrymen living abroad together, express our honor to the national art.",0.595957845818272,94.0,1
kk-en,"Конференцияда партия Меркі аудандық филиалының төрағасы, аудан әкімі Мейірхан Өмірбеков, партия Жуалы аудандық филиалы төрағасының бірінші орынбасары Анар Ахметова, партия Жамбыл аудандық филиалы ""Жетітөбе"" бастауыш партия ұйымының төрайымы Самал Байкеева және облыстық ""Жас Отан"" Жастар қанатының төрағасы Уәлихан Болатбек есепті кезеңдегі атқарылған жұмыстардың нәтижесін баяндады.","At the conference, Nursultan Nazarbayev reported on the results of the reporting period to the chairman of the Merke district branch, Mairkhan Omirbekov, the first deputy chairman of the Zhualy district branch, Anar Akhmetova, the chairman of the Zhambyl district branch of the Zhambyl district, Samal Baikeeva and the chairman of the regional youth wing of the Zhastar Zhastar district.","Chairman of Merki district branch of the Party, district akim Meirkhan Omirbekov, first deputy chairman of Zhualy district branch of the Party Anar Akhmetova, chairman of ""Zhetitobe"" primary party organization of Zhambyl district branch of the Party Samal Baikeyeva and chairman of regional ""Zhas Otan"" youth wing Ualikhan Bolatbek reported the results of the works performed during the reporting period at the conference.",0.107029475963517,78.0,1
